code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,total_vle_used,total_clicks,total_assessments,attempted_assessment,non_attempted_assessment,average_score
BBB,2013J,F,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-45.0,,44.0,546.0,11.0,11.0,0.0,79.45
BBB,2013J,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-35.0,,34.0,347.0,8.0,8.0,0.0,84.12
BBB,2013J,F,Ireland,Lower Than A Level,60-70%,35-55,0,75,N,Pass,-24.0,,77.0,2403.0,11.0,11.0,0.0,76.18
BBB,2013J,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-81.0,,39.0,973.0,11.0,11.0,0.0,86.18
BBB,2013J,F,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-43.0,,23.0,507.0,11.0,11.0,0.0,85.45
BBB,2013J,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,90,Y,Pass,-88.0,,58.0,1130.0,9.0,9.0,0.0,82.67
BBB,2013J,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-50.0,,40.0,1320.0,10.0,10.0,0.0,93.9
BBB,2013J,F,South East Region,Lower Than A Level,20-30%,0-35,0,90,Y,Pass,-90.0,,54.0,1587.0,11.0,11.0,0.0,83.09
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-91.0,,32.0,518.0,9.0,9.0,0.0,89.78
BBB,2013J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,Y,Withdrawn,-57.0,101.0,11.0,33.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-88.0,,36.0,442.0,10.0,10.0,0.0,83.8
BBB,2013J,F,East Anglian Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,-22.0,,15.0,127.0,4.0,4.0,0.0,70.25
BBB,2013J,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn,-88.0,110.0,59.0,957.0,5.0,5.0,0.0,61.4
BBB,2013J,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-53.0,,44.0,1107.0,11.0,11.0,0.0,81.55
BBB,2013J,M,East Midlands Region,HE Qualification,10-20,35-55,0,120,N,Withdrawn,-88.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Withdrawn,-73.0,-8.0,1.0,1.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-81.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-88.0,,38.0,556.0,11.0,11.0,0.0,78.64
BBB,2013J,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,-74.0,,58.0,1067.0,11.0,11.0,0.0,87.55
BBB,2013J,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-17.0,,18.0,85.0,5.0,5.0,0.0,69.4
BBB,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,120,Y,Distinction,-25.0,,39.0,871.0,11.0,11.0,0.0,89.27
BBB,2013J,M,East Anglian Region,No Formal quals,20-30%,0-35,0,60,N,Fail,-86.0,,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-73.0,,40.0,769.0,11.0,11.0,0.0,89.36
BBB,2013J,F,South West Region,Lower Than A Level,20-30%,35-55,0,120,N,Distinction,-73.0,,39.0,618.0,11.0,11.0,0.0,88.82
BBB,2013J,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-30.0,,12.0,26.0,2.0,2.0,0.0,70.5
BBB,2013J,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-87.0,,79.0,671.0,11.0,11.0,0.0,74.0
BBB,2013J,F,South Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,-87.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-66.0,,40.0,1127.0,10.0,10.0,0.0,85.0
BBB,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Withdrawn,-62.0,11.0,20.0,190.0,0.0,0.0,0.0,0.0
BBB,2013J,M,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-63.0,,25.0,270.0,6.0,6.0,0.0,46.67
BBB,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-52.0,,53.0,1022.0,10.0,10.0,0.0,84.1
BBB,2013J,F,London Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-85.0,,10.0,81.0,5.0,5.0,0.0,68.4
BBB,2013J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,180,N,Withdrawn,-85.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-62.0,,16.0,162.0,6.0,6.0,0.0,64.67
BBB,2013J,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-85.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Scotland,Lower Than A Level,10-20,35-55,0,60,N,Pass,-79.0,,30.0,813.0,11.0,11.0,0.0,83.64
BBB,2013J,F,London Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-24.0,,43.0,389.0,11.0,11.0,0.0,88.18
BBB,2013J,F,South Region,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn,-22.0,38.0,21.0,217.0,1.0,1.0,0.0,74.0
BBB,2013J,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-30.0,25.0,4.0,5.0,0.0,0.0,0.0,0.0
BBB,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-74.0,,27.0,155.0,8.0,8.0,0.0,59.12
BBB,2013J,F,Scotland,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,-65.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-84.0,,33.0,294.0,11.0,11.0,0.0,79.36
BBB,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-24.0,,14.0,95.0,7.0,7.0,0.0,72.86
BBB,2013J,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,-37.0,,86.0,742.0,11.0,11.0,0.0,80.55
BBB,2013J,F,London Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-54.0,-47.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,HE Qualification,10-20,0-35,0,90,N,Pass,-56.0,,27.0,510.0,9.0,9.0,0.0,80.78
BBB,2013J,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Fail,-84.0,,24.0,115.0,9.0,9.0,0.0,57.33
BBB,2013J,M,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-50.0,,6.0,41.0,2.0,2.0,0.0,87.0
BBB,2013J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-67.0,,54.0,1051.0,10.0,10.0,0.0,80.3
BBB,2013J,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-80.0,0.0,13.0,59.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Fail,-81.0,,35.0,457.0,10.0,10.0,0.0,70.8
BBB,2013J,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-83.0,,31.0,262.0,10.0,10.0,0.0,78.9
BBB,2013J,F,East Anglian Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,-35.0,,10.0,42.0,1.0,1.0,0.0,58.0
BBB,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,N,Withdrawn,-57.0,12.0,2.0,3.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,Lower Than A Level,10-20,35-55,0,120,N,Fail,-31.0,,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,-44.0,,53.0,897.0,11.0,11.0,0.0,78.0
BBB,2013J,F,Scotland,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-65.0,,47.0,478.0,11.0,11.0,0.0,60.91
BBB,2013J,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-81.0,,31.0,265.0,11.0,11.0,0.0,80.36
BBB,2013J,F,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-81.0,,1.0,1.0,1.0,1.0,0.0,68.0
BBB,2013J,F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-43.0,,28.0,613.0,11.0,11.0,0.0,79.82
BBB,2013J,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-43.0,,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-79.0,,26.0,181.0,3.0,3.0,0.0,58.67
BBB,2013J,F,Wales,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,-38.0,,85.0,1037.0,11.0,11.0,0.0,81.55
BBB,2013J,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-80.0,148.0,8.0,63.0,7.0,7.0,0.0,82.14
BBB,2013J,F,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,-80.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-46.0,215.0,15.0,68.0,2.0,2.0,0.0,74.0
BBB,2013J,M,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-80.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-80.0,,31.0,264.0,9.0,9.0,0.0,78.0
BBB,2013J,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-80.0,,25.0,301.0,7.0,7.0,0.0,71.71
BBB,2013J,F,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,-80.0,-1.0,13.0,52.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,HE Qualification,40-50%,35-55,0,60,N,Pass,-80.0,,81.0,2788.0,11.0,11.0,0.0,79.09
BBB,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,-53.0,,23.0,297.0,11.0,11.0,0.0,77.45
BBB,2013J,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-80.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-80.0,,46.0,399.0,11.0,11.0,0.0,58.0
BBB,2013J,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-42.0,101.0,19.0,98.0,2.0,2.0,0.0,73.5
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Distinction,-17.0,,45.0,716.0,11.0,11.0,0.0,95.09
BBB,2013J,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Fail,-79.0,,26.0,172.0,2.0,2.0,0.0,62.5
BBB,2013J,F,Wales,HE Qualification,70-80%,35-55,0,60,N,Pass,-31.0,,47.0,822.0,11.0,11.0,0.0,90.82
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-60.0,,11.0,143.0,11.0,11.0,0.0,73.73
BBB,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,-56.0,,37.0,793.0,11.0,11.0,0.0,66.0
BBB,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,Y,Pass,-67.0,,67.0,3925.0,10.0,10.0,0.0,93.2
BBB,2013J,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-45.0,,52.0,606.0,11.0,11.0,0.0,88.27
BBB,2013J,F,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,-65.0,,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail,-57.0,,36.0,800.0,11.0,11.0,0.0,83.55
BBB,2013J,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-53.0,9.0,14.0,30.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-60.0,,10.0,43.0,2.0,2.0,0.0,85.0
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-79.0,,4.0,7.0,0.0,0.0,0.0,0.0
BBB,2013J,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,-79.0,,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,Distinction,-56.0,,14.0,166.0,11.0,11.0,0.0,88.45
BBB,2013J,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,-37.0,,13.0,107.0,4.0,4.0,0.0,86.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,10-20,35-55,0,120,N,Fail,-79.0,,14.0,171.0,11.0,11.0,0.0,49.64
BBB,2013J,F,Wales,HE Qualification,50-60%,0-35,0,60,N,Pass,-28.0,,32.0,238.0,9.0,9.0,0.0,86.44
BBB,2013J,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,-74.0,,36.0,526.0,4.0,4.0,0.0,74.0
BBB,2013J,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,-74.0,,31.0,585.0,11.0,11.0,0.0,83.55
BBB,2013J,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn,-71.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,-46.0,,3.0,27.0,1.0,1.0,0.0,65.0
BBB,2013J,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction,-22.0,,44.0,1532.0,11.0,11.0,0.0,90.45
BBB,2013J,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,-32.0,,24.0,275.0,4.0,4.0,0.0,87.25
BBB,2013J,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-56.0,,40.0,490.0,11.0,11.0,0.0,91.64
BBB,2013J,F,North Region,A Level or Equivalent,,0-35,0,120,N,Withdrawn,-66.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,North Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,-60.0,,10.0,31.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,-74.0,150.0,32.0,436.0,6.0,6.0,0.0,83.67
BBB,2013J,F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-27.0,,29.0,370.0,11.0,11.0,0.0,83.18
BBB,2013J,F,South West Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-62.0,,46.0,651.0,11.0,11.0,0.0,83.64
BBB,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-74.0,76.0,16.0,62.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,-45.0,62.0,16.0,49.0,1.0,1.0,0.0,81.0
BBB,2013J,F,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,-74.0,213.0,40.0,401.0,9.0,9.0,0.0,74.56
BBB,2013J,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-32.0,,16.0,102.0,3.0,3.0,0.0,60.67
BBB,2013J,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail,-25.0,,29.0,305.0,8.0,8.0,0.0,81.5
BBB,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-60.0,,60.0,578.0,11.0,11.0,0.0,75.18
BBB,2013J,F,Yorkshire Region,HE Qualification,50-60%,35-55,0,120,N,Pass,-22.0,,51.0,1709.0,11.0,11.0,0.0,87.0
BBB,2013J,F,North Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-73.0,,25.0,338.0,7.0,7.0,0.0,68.14
BBB,2013J,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-59.0,,46.0,962.0,11.0,11.0,0.0,82.36
BBB,2013J,F,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Distinction,-71.0,,39.0,1964.0,11.0,11.0,0.0,85.45
BBB,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-43.0,,47.0,2851.0,11.0,11.0,0.0,84.27
BBB,2013J,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-71.0,,37.0,612.0,10.0,10.0,0.0,85.8
BBB,2013J,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-28.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,Fail,-43.0,,24.0,116.0,1.0,1.0,0.0,65.0
BBB,2013J,F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-31.0,,44.0,1400.0,11.0,11.0,0.0,79.45
BBB,2013J,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-32.0,,31.0,1397.0,11.0,11.0,0.0,88.82
BBB,2013J,F,Ireland,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-22.0,,25.0,207.0,10.0,10.0,0.0,78.5
BBB,2013J,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-15.0,,16.0,92.0,9.0,9.0,0.0,67.0
BBB,2013J,F,Ireland,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-28.0,240.0,25.0,233.0,9.0,9.0,0.0,56.11
BBB,2013J,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Y,Fail,-71.0,,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-71.0,,40.0,389.0,9.0,9.0,0.0,67.44
BBB,2013J,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,-46.0,,50.0,764.0,11.0,11.0,0.0,81.18
BBB,2013J,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-46.0,65.0,28.0,896.0,1.0,1.0,0.0,65.0
BBB,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-67.0,,15.0,68.0,1.0,1.0,0.0,60.0
BBB,2013J,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-71.0,,4.0,9.0,1.0,1.0,0.0,30.0
BBB,2013J,F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,-67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-57.0,,83.0,1501.0,11.0,11.0,0.0,73.0
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-36.0,,43.0,1213.0,11.0,11.0,0.0,67.09
BBB,2013J,F,Wales,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-30.0,,37.0,371.0,10.0,10.0,0.0,80.6
BBB,2013J,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-67.0,,21.0,332.0,6.0,6.0,0.0,59.0
BBB,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-42.0,,43.0,561.0,11.0,11.0,0.0,93.91
BBB,2013J,F,South East Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Withdrawn,-67.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-53.0,,37.0,1740.0,10.0,10.0,0.0,78.7
BBB,2013J,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-56.0,,49.0,300.0,10.0,10.0,0.0,83.0
BBB,2013J,F,North Region,HE Qualification,80-90%,35-55,0,120,N,Pass,-67.0,,53.0,1441.0,11.0,11.0,0.0,81.18
BBB,2013J,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-63.0,,23.0,305.0,11.0,11.0,0.0,73.55
BBB,2013J,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,-28.0,,11.0,106.0,3.0,3.0,0.0,60.0
BBB,2013J,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,Y,Pass,-67.0,,103.0,2222.0,11.0,11.0,0.0,80.45
BBB,2013J,F,Scotland,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn,-43.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South West Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,-67.0,,59.0,3015.0,11.0,11.0,0.0,86.27
BBB,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-60.0,,28.0,1372.0,9.0,9.0,0.0,85.78
BBB,2013J,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-49.0,,40.0,277.0,8.0,8.0,0.0,67.38
BBB,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,-66.0,37.0,16.0,42.0,1.0,1.0,0.0,75.0
BBB,2013J,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-29.0,,4.0,6.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-67.0,79.0,14.0,64.0,1.0,1.0,0.0,60.0
BBB,2013J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-58.0,,21.0,245.0,2.0,2.0,0.0,72.5
BBB,2013J,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-66.0,-56.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Wales,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,-45.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-53.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,-36.0,131.0,31.0,806.0,5.0,5.0,0.0,82.8
BBB,2013J,F,South Region,Lower Than A Level,40-50%,35-55,0,120,N,Fail,-66.0,,25.0,198.0,1.0,1.0,0.0,70.0
BBB,2013J,F,Wales,Lower Than A Level,10-20,35-55,0,120,Y,Fail,-36.0,,39.0,400.0,5.0,5.0,0.0,60.8
BBB,2013J,F,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-15.0,,32.0,679.0,4.0,4.0,0.0,77.0
BBB,2013J,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-10.0,,68.0,376.0,11.0,11.0,0.0,72.82
BBB,2013J,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-27.0,,62.0,416.0,11.0,11.0,0.0,87.91
BBB,2013J,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,-66.0,,31.0,503.0,11.0,11.0,0.0,82.55
BBB,2013J,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-66.0,,104.0,1211.0,11.0,11.0,0.0,79.73
BBB,2013J,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-66.0,,112.0,4851.0,11.0,11.0,0.0,80.73
BBB,2013J,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-66.0,,39.0,756.0,1.0,1.0,0.0,79.0
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-46.0,,58.0,826.0,11.0,11.0,0.0,71.82
BBB,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-65.0,,44.0,356.0,11.0,11.0,0.0,72.73
BBB,2013J,F,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-65.0,,26.0,1148.0,11.0,11.0,0.0,89.82
BBB,2013J,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,120,N,Pass,-46.0,,89.0,1103.0,11.0,11.0,0.0,79.27
BBB,2013J,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-43.0,90.0,8.0,56.0,3.0,3.0,0.0,90.67
BBB,2013J,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,-63.0,,55.0,2579.0,11.0,11.0,0.0,76.73
BBB,2013J,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-15.0,,1.0,1.0,0.0,0.0,0.0,0.0
BBB,2013J,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-57.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0
BBB,2013J,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-25.0,3.0,11.0,36.0,0.0,0.0,0.0,0.0
BBB,2013J,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-43.0,,9.0,81.0,0.0,0.0,0.0,0.0
BBB,2013J,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-59.0,,47.0,2025.0,11.0,11.0,0.0,80.27
BBB,2013J,F,South West Region,HE Qualification,70-80%,0-35,0,120,N,Pass,-3.0,,39.0,608.0,11.0,11.0,0.0,77.55
BBB,2013J,F,North Western Region,Lower Than A Level,40-50%,0-35,0,180,N,Withdrawn,-63.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South East Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,-63.0,135.0,1.0,3.0,0.0,0.0,0.0,0.0
BBB,2013J,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-44.0,94.0,6.0,97.0,3.0,3.0,0.0,88.67
BBB,2013J,F,Wales,HE Qualification,10-20,0-35,0,120,N,Fail,-31.0,,37.0,268.0,4.0,4.0,0.0,79.75
